database/pic.0974.jpg,73640, 527, 0, 0, 18858, 10371, 11, 0, 0, 1602, 723, 0, 0, 0, 4, 0, 982, 85, 0, 0, 6816, 53525, 1363, 0, 0, 8875, 49031, 9, 0, 0, 14198, 596, 0, 0, 0, 0, 0, 444, 58, 0, 0, 442, 23188, 719, 0, 0, 16369, 23294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2139, 64, 0, 0, 1537, 18208, 297685, 303, 0, 0, 649, 1936, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3016, 749, 0, 0, 260, 19570, 32, 0, 0, 143, 339, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 228, 37, 0, 0, 50, 2144, 5, 0, 0, 55, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 4, 0, 0, 3, 392
database/pic.0973.jpg,118959, 1837, 5, 0, 925, 5611, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5451, 184, 7, 0, 5393, 61398, 3763, 59, 0, 760, 2745, 9, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9229, 522, 8, 0, 8109, 30803, 2201, 0, 0, 176, 1005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 3700, 109, 0, 0, 2188, 62394, 316969, 346, 0, 0, 323, 640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 55, 0, 0, 512, 6596, 44, 0, 0, 73, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 10, 0, 0, 59, 1357, 9, 0, 0, 25, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 8, 133
database/pic.0251.jpg,42853, 110, 15, 0, 50442, 45442, 5, 0, 13, 27771, 746, 0, 0, 0, 108, 0, 12, 8, 44, 1, 267, 22766, 70, 27, 0, 53376, 33669, 2, 0, 1, 8585, 151, 0, 0, 0, 0, 0, 8, 6, 56, 0, 182, 11151, 98, 0, 0, 15159, 7226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 0, 0, 110, 7178, 262382, 545, 0, 0, 3284, 6884, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4605, 1781, 0, 0, 356, 41025, 117, 0, 0, 626, 934, 0, 0, 0, 0, 0, 6, 4, 0, 0, 0, 677, 328, 0, 0, 49, 3836, 10, 0, 0, 27, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 17, 0, 0, 6, 112
database/pic.0234.jpg,54497, 3881, 15, 0, 6585, 13791, 259, 0, 0, 371, 68, 0, 0, 0, 0, 0, 9818, 252, 28, 0, 5175, 69768, 5806, 49, 0, 5930, 14012, 246, 0, 0, 194, 7, 0, 0, 0, 0, 0, 11639, 494, 5, 0, 9959, 80840, 1893, 0, 0, 2727, 4666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2481, 139, 0, 0, 1101, 20984, 291986, 984, 0, 0, 1269, 1855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1554, 794, 0, 0, 833, 23188, 126, 0, 0, 233, 286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 143, 0, 0, 163, 3451, 28, 0, 0, 36, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 6, 0, 0, 19, 336
database/pic.0257.jpg,113042, 969, 10, 0, 33947, 25302, 126, 0, 4, 10041, 2382, 15, 0, 2, 892, 33, 55, 21, 0, 4, 924, 23876, 836, 4, 13, 24358, 18981, 180, 0, 28, 9611, 2363, 0, 0, 0, 0, 167, 49, 14, 1, 501, 277, 14191, 345, 20, 14, 3558, 12468, 0, 0, 0, 0, 0, 0, 0, 0, 165, 99, 2880, 67, 531, 382, 1916, 22016, 302344, 520, 2, 0, 2683, 2958, 0, 0, 0, 11, 5, 0, 0, 0, 0, 0, 1935, 671, 2, 0, 531, 12720, 81, 0, 4, 461, 567, 0, 0, 0, 2, 0, 3, 4, 0, 0, 5, 259, 107, 0, 4, 49, 1403, 11, 0, 0, 48, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 10, 0, 3, 3, 185
database/pic.1017.jpg,130228, 9665, 5063, 3388, 856, 1661, 243, 484, 2, 1238, 133, 4, 0, 0, 65, 1, 7065, 15936, 1460, 428, 211, 22753, 3715, 1775, 0, 1207, 1475, 755, 0, 0, 210, 26, 0, 82, 37, 2, 1, 3528, 12382, 412, 0, 70, 21072, 4267, 0, 0, 512, 2005, 0, 0, 0, 0, 0, 0, 240, 326, 0, 0, 4652, 14589, 0, 0, 90, 53366, 273856, 1890, 15, 0, 2073, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1231, 1640, 4, 0, 2243, 28057, 422, 0, 42, 739, 371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 404, 547, 0, 21, 618, 9717, 78, 0, 8, 223, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85, 109, 0, 2, 166, 2011
database/pic.0656.jpg,120449, 173, 0, 0, 11, 495, 32, 0, 0, 4, 67, 0, 0, 0, 0, 0, 5744, 62, 0, 0, 306, 63176, 1978, 0, 0, 1098, 4248, 0, 0, 0, 1, 0, 27, 0, 0, 0, 31, 1205, 88, 0, 0, 2274, 124368, 0, 0, 0, 21, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 933, 10, 0, 0, 547, 309, 323159, 36, 0, 0, 120, 272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 2, 0, 0, 150, 3088, 6, 0, 0, 48, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 0, 0, 138, 501, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
database/pic.0756.jpg,205354, 27462, 0, 0, 46, 12615, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 282, 0, 0, 70, 40858, 183, 0, 0, 90, 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 656, 31, 0, 0, 990, 22346, 75, 0, 0, 265, 335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1523, 6, 0, 0, 2262, 11866, 322212, 116, 0, 0, 126, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 43, 0, 0, 218, 4116, 0, 0, 0, 16, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 43, 431, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 29
database/pic.0988.jpg,52226, 1247, 140, 107, 296, 1459, 3, 0, 0, 2, 0, 0, 0, 0, 0, 2, 604, 540, 75, 758, 298, 46193, 3435, 1416, 0, 1454, 5048, 7, 0, 0, 0, 38, 0, 0, 0, 0, 0, 2300, 1355, 1085, 0, 1831, 121812, 4193, 0, 0, 1104, 2786, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3977, 2126, 0, 0, 2944, 66817, 297130, 692, 2, 0, 611, 819, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 691, 264, 3, 0, 783, 24150, 141, 0, 6, 68, 97, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 51, 25, 1, 0, 94, 1895, 12, 0, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 0, 0, 6, 103
database/pic.0389.jpg,190947, 4912, 3, 0, 29295, 24803, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1847, 566, 37, 1, 1165, 25718, 2640, 12, 0, 380, 1347, 31, 0, 0, 0, 0, 12, 0, 0, 0, 377, 1104, 140, 10, 0, 554, 8215, 2508, 0, 0, 159, 526, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2199, 1110, 130, 0, 0, 276, 26655, 312551, 257, 0, 0, 300, 830, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 461, 99, 0, 0, 329, 8708, 82, 0, 1, 78, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 51, 0, 0, 115, 2603, 21, 0, 4, 23, 41, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 27, 0, 0, 35, 696
